Row_ID,As_Of_Date,Material_Price_Index,City,City_Tier,City_Multiplier,Labor_Day_Rate_Min,Labor_Day_Rate_Max,Room_Type,Area_Sqft,Renovation_Level,Paint_Quality,Floor_Type,Floor_Quality,Ceiling_Type,Ceiling_Quality,Has_Electrical,Furniture_Level,Kitchen_Package,Bathroom_Package,Painting_Material_Cost,Painting_Labor_Cost,Flooring_Material_Cost,Flooring_Labor_Cost,Ceiling_Material_Cost,Ceiling_Labor_Cost,Electrical_Material_Cost,Electrical_Labor_Cost,Kitchen_Package_Cost,Bathroom_Package_Cost,Plumbing_Cost,Furniture_Cost,Wastage_Sundries_Cost,Contractor_Overhead_Cost,GST_Amount,Grand_Total,Total_Cost_per_Sqft
4395,2025-09-07,1.0,Varanasi,Tier-3,0.9,480,620,Study,234,Mid,Standard,Ceramic_Tile,Economy,None,None,True,Standard,None,None,6299,633,21764,1301,0,0,20912,778,0,0,0,98367,10555,24009,33231,217849,930.98
4396,2025-09-07,1.0,Varanasi,Tier-3,0.9,480,620,Kitchen,96,Mid,Standard,Ceramic_Tile,Premium,Grid,Standard,True,None,Standard_L,None,2659,505,14904,512,9857,548,8697,577,253499,0,49932,0,19533,53645,74676,489544,5099.42
4397,2025-09-07,1.0,Vadodara,Tier-2,0.98,550,700,Kitchen,518,Luxury,Economy,Ceramic_Tile,Premium,Grid,Premium,True,None,Luxury_Island,None,14130,1249,67519,3018,82319,1860,71932,1411,545400,0,31693,0,78365,278980,212018,1389894,2683.19
4398,2025-09-07,1.0,Bangalore,Metro,1.25,750,900,Bathroom,489,Luxury,Economy,Ceramic_Tile,Standard,None,None,True,None,None,Standard,12325,2200,90864,3188,0,0,72553,1948,0,216675,69805,0,30536,151667,117317,769077,1572.75
4399,2025-09-07,1.0,Pune,Metro,1.2,700,850,Dining,297,Basic,Economy,Engineered_Wood,Premium,Grid,Standard,False,Basic,None,None,10543,1247,160834,1745,42627,1536,0,0,0,0,0,55022,18434,38571,59501,390060,1313.33
4400,2025-09-07,1.0,Mysuru,Tier-3,0.94,520,660,Bedroom,167,Mid,Economy,Vitrified_Tile,Premium,Grid,Standard,True,None,None,None,3352,530,30173,857,24409,531,13543,523,0,0,0,0,5606,17075,17388,113987,682.56
4401,2025-09-07,1.0,Hyderabad,Metro,1.15,700,850,Study,546,Basic,Economy,Ceramic_Tile,Standard,None,None,False,None,None,None,18746,1951,79799,3435,0,0,0,0,0,0,0,0,9446,10913,22372,146663,268.61
4402,2025-09-07,1.0,Kolkata,Metro,1.0,600,750,Kids Room,84,Mid,Premium,Ceramic_Tile,Economy,Gypsum,Luxury,True,Basic,None,None,3173,716,8827,636,21430,696,10522,691,0,0,0,32812,6036,14231,17959,117730,1401.55
4403,2025-09-07,1.0,Kanpur,Tier-3,0.9,480,620,Bathroom,540,Basic,Premium,Ceramic_Tile,Luxury,None,None,False,None,None,Basic,14165,1167,54988,1950,0,0,0,0,0,128794,84108,0,24740,34791,62047,406750,753.24
4404,2025-09-07,1.0,Hyderabad,Metro,1.15,700,850,Kitchen,266,Luxury,Premium,Granite,Economy,Grid,Premium,True,None,Standard_L,None,10290,860,80562,1821,47994,987,33982,1158,222897,0,48756,0,34264,151866,114378,749814,2818.85
4405,2025-09-07,1.0,Ahmedabad,Metro,1.05,600,750,Study,334,Luxury,Economy,Engineered_Wood,Premium,None,None,True,Standard,None,None,10806,859,97377,1567,0,0,38355,1103,0,0,0,93089,23831,62491,59306,388785,1164.03
4406,2025-09-07,1.0,Coimbatore,Tier-2,0.95,520,660,Living Room,482,Mid,Standard,Granite,Economy,Grid,Standard,True,None,None,None,12901,1061,97647,1652,67020,1580,67610,1545,0,0,0,0,15657,42422,55637,364731,756.7
4407,2025-09-07,1.0,Hyderabad,Metro,1.15,700,850,Kids Room,128,Luxury,Economy,Vitrified_Tile,Premium,Grid,Luxury,True,Standard,None,None,3298,714,28424,821,25983,773,23463,847,0,0,0,115408,18486,61118,50280,329614,2575.11
4408,2025-09-07,1.0,Mysuru,Tier-3,0.94,520,660,Dining,94,Mid,Standard,Ceramic_Tile,Standard,Grid,Standard,True,Standard,None,None,2090,562,8116,658,14374,539,11626,538,0,0,0,129962,15870,28471,38305,251110,2671.39
4409,2025-09-07,1.0,Bhopal,Tier-2,0.93,500,640,Kitchen,504,Mid,Premium,Ceramic_Tile,Standard,Gypsum,Standard,True,None,Basic_L,None,16768,1014,49139,3335,95517,1550,70078,1610,268873,0,50397,0,47491,98257,126725,830752,1648.32
4410,2025-09-07,1.0,Hyderabad,Metro,1.15,700,850,Kitchen,171,Mid,Standard,Ceramic_Tile,Economy,Gypsum,Standard,False,None,Basic_L,None,6188,771,26071,835,23527,767,0,0,196414,0,57070,0,16416,70743,71785,470588,2751.97
4411,2025-09-07,1.0,Indore,Tier-2,0.96,550,700,Bathroom,248,Basic,Standard,Vitrified_Tile,Premium,None,None,False,None,None,Basic,6273,671,45252,1184,0,0,0,0,0,84817,66022,0,19813,22056,44296,290384,1170.9
4412,2025-09-07,1.0,Kolkata,Metro,1.0,600,750,Kids Room,341,Luxury,Economy,Vitrified_Tile,Economy,POP,Standard,True,Basic,None,None,7235,1084,31978,2402,36652,1228,53431,1146,0,0,0,78856,18202,62920,53124,348257,1021.28
4413,2025-09-07,1.0,Jaipur,Tier-2,0.95,550,700,Kitchen,521,Luxury,Standard,Vitrified_Tile,Standard,POP,Standard,True,None,Premium_U,None,16725,1385,76157,1964,45958,1491,57165,1921,381615,0,30220,0,43680,199131,154334,1011745,1941.93
4414,2025-09-07,1.0,Nagpur,Tier-2,0.95,520,680,Bedroom,145,Luxury,Economy,Ceramic_Tile,Premium,Grid,Standard,True,Basic,None,None,2731,675,18189,650,19566,562,18882,640,0,0,0,47547,9662,38086,28294,185483,1279.19
4415,2025-09-07,1.0,Mysuru,Tier-3,0.94,520,660,Study,106,Basic,Luxury,Vitrified_Tile,Standard,POP,Premium,True,None,None,None,3507,610,19183,605,12207,571,7259,601,0,0,0,0,2871,5568,9536,62517,589.78
4416,2025-09-07,1.0,Chennai,Metro,1.1,650,800,Bathroom,204,Basic,Standard,Ceramic_Tile,Standard,None,None,False,None,None,Basic,6831,805,27200,1196,0,0,0,0,0,136832,49607,0,21203,31591,49548,324812,1592.22
4417,2025-09-07,1.0,Bangalore,Metro,1.25,750,900,Bedroom,176,Basic,Premium,Vitrified_Tile,Economy,Grid,Standard,True,None,None,None,8561,865,24984,878,25944,1120,16742,781,0,0,0,0,6584,8147,17030,111638,634.31
4418,2025-09-07,1.0,Indore,Tier-2,0.96,550,700,Bathroom,522,Luxury,Standard,Ceramic_Tile,Economy,None,None,True,None,None,Premium,17475,1302,52174,2401,0,0,71191,1516,0,276092,59284,0,42677,149245,121204,794562,1522.15
4419,2025-09-07,1.0,Ahmedabad,Metro,1.05,600,750,Dining,420,Luxury,Economy,Granite,Luxury,None,None,True,Premium,None,None,10279,1402,222883,2540,0,0,47161,1397,0,0,0,524487,71794,268160,207019,1357122,3231.24
4420,2025-09-07,1.0,Coimbatore,Tier-2,0.95,520,660,Kids Room,145,Basic,Standard,Ceramic_Tile,Standard,POP,Premium,False,Basic,None,None,3651,588,17240,666,20157,623,0,0,0,0,0,54582,6974,9848,20579,134909,930.41
4421,2025-09-07,1.0,Jaipur,Tier-2,0.95,550,700,Living Room,485,Basic,Economy,Ceramic_Tile,Standard,None,None,True,Premium,None,None,11592,1355,62725,2650,0,0,41788,1176,0,0,0,205436,16500,44107,69719,457048,942.37
4422,2025-09-07,1.0,Lucknow,Tier-2,0.92,500,650,Kitchen,277,Basic,Premium,Vitrified_Tile,Standard,None,None,False,None,Basic_L,None,6141,654,37082,1705,0,0,0,0,202015,0,29739,0,14874,29952,57989,380151,1372.39
4423,2025-09-07,1.0,Patna,Tier-3,0.88,450,600,Kitchen,288,Luxury,Standard,Granite,Premium,POP,Economy,True,None,Standard_L,None,8849,754,135429,1236,28827,831,33874,835,212577,0,43930,0,44980,139676,117324,769122,2670.56
4424,2025-09-07,1.0,Nagpur,Tier-2,0.95,520,680,Kitchen,198,Basic,Standard,Vitrified_Tile,Standard,POP,Standard,True,None,Basic_L,None,3486,634,23846,779,22464,662,19820,627,167219,0,28944,0,16626,37588,58085,380781,1923.14
4425,2025-09-07,1.0,Chennai,Metro,1.1,650,800,Study,235,Basic,Standard,Ceramic_Tile,Standard,None,None,True,Basic,None,None,5168,872,21546,1329,0,0,20480,840,0,0,0,45889,5058,10381,20081,131645,560.19
4426,2025-09-07,1.0,Ahmedabad,Metro,1.05,600,750,Bathroom,97,Basic,Premium,Ceramic_Tile,Premium,None,None,False,None,None,Basic,3483,617,13559,645,0,0,0,0,0,94250,97826,0,17677,27350,45973,301381,3107.02
4427,2025-09-07,1.0,Guwahati,Tier-3,0.92,500,640,Kids Room,88,Luxury,Standard,Vitrified_Tile,Standard,Gypsum,Standard,True,Premium,None,None,2535,590,7738,522,8502,621,8404,542,0,0,0,171125,12724,63985,49912,327200,3718.18
4428,2025-09-07,1.0,Guwahati,Tier-3,0.92,500,640,Kitchen,314,Luxury,Premium,Vitrified_Tile,Standard,Gypsum,Premium,True,None,Premium_U,None,10000,705,52269,1611,54201,1218,38639,730,454692,0,34655,0,53669,181641,159125,1043155,3322.15
4429,2025-09-07,1.0,Bangalore,Metro,1.25,750,900,Bedroom,220,Luxury,Economy,Wood_Laminate,Premium,Grid,Premium,True,Standard,None,None,5736,817,68143,1278,31693,1223,37314,939,0,0,0,194224,29394,109920,86523,567205,2578.2
4430,2025-09-07,1.0,Delhi,Metro,1.2,750,900,Kids Room,154,Luxury,Premium,Engineered_Wood,Standard,Grid,Economy,True,None,None,None,4716,800,60590,1151,24053,845,29498,811,0,0,0,0,9741,39556,30917,202676,1316.08
4431,2025-09-07,1.0,Pune,Metro,1.2,700,850,Kids Room,338,Mid,Standard,Vitrified_Tile,Economy,Grid,Premium,False,None,None,None,8054,1027,70579,1670,70297,2202,0,0,0,0,0,0,11156,27997,34737,227718,673.72
4432,2025-09-07,1.0,Mysuru,Tier-3,0.94,520,660,Bedroom,333,Basic,Luxury,Ceramic_Tile,Premium,POP,Standard,False,None,None,None,9650,917,44841,1480,42442,1239,0,0,0,0,0,0,6184,10459,21098,138310,415.34
4433,2025-09-07,1.0,Jaipur,Tier-2,0.95,550,700,Living Room,250,Luxury,Standard,Wood_Laminate,Standard,Grid,Standard,True,Premium,None,None,6597,672,37321,1066,33135,1057,36075,961,0,0,0,318915,22263,118537,103788,680385,2721.54
4434,2025-09-07,1.0,Mysuru,Tier-3,0.94,520,660,Kids Room,519,Mid,Standard,Vitrified_Tile,Premium,None,None,False,Basic,None,None,11063,1588,82021,1776,0,0,0,0,0,0,0,58844,12367,27487,35126,230272,443.68
4435,2025-09-07,1.0,Coimbatore,Tier-2,0.95,520,660,Kids Room,109,Basic,Economy,Ceramic_Tile,Premium,Gypsum,Premium,True,Basic,None,None,1976,557,18856,735,25867,607,8357,573,0,0,0,57659,7519,14629,24720,162054,1486.74
4436,2025-09-07,1.0,Chennai,Metro,1.1,650,800,Study,180,Mid,Economy,Ceramic_Tile,Standard,Grid,Economy,False,Basic,None,None,3309,710,21236,859,30240,743,0,0,0,0,0,78625,13263,31352,32461,212798,1182.21
4437,2025-09-07,1.0,Pune,Metro,1.2,700,850,Kitchen,117,Mid,Economy,Ceramic_Tile,Luxury,None,None,False,None,Standard_L,None,3367,846,25078,751,0,0,0,0,279398,0,43183,0,26306,78988,82425,540343,4618.32
4438,2025-09-07,1.0,Surat,Tier-2,1.0,550,700,Bedroom,435,Mid,Economy,Ceramic_Tile,Premium,None,None,False,None,None,None,8762,1438,69560,1716,0,0,0,0,0,0,0,0,5844,14584,18343,120247,276.43
4439,2025-09-07,1.0,Delhi,Metro,1.2,750,900,Kitchen,519,Luxury,Standard,Ceramic_Tile,Standard,None,None,True,None,Standard_L,None,17751,1566,90821,2935,0,0,79865,1866,310558,0,32559,0,32494,140397,127946,838758,1616.1
4440,2025-09-07,1.0,Indore,Tier-2,0.96,550,700,Living Room,161,Basic,Standard,Vitrified_Tile,Premium,None,None,True,Basic,None,None,4349,589,18726,950,0,0,14065,688,0,0,0,33862,6250,8055,15756,103290,641.55
4441,2025-09-07,1.0,Jaipur,Tier-2,0.95,550,700,Living Room,95,Mid,Standard,Vitrified_Tile,Standard,Gypsum,Standard,True,Basic,None,None,2969,581,17280,608,10111,699,11104,700,0,0,0,75856,6832,22183,26806,175731,1849.8
4442,2025-09-07,1.0,Ranchi,Tier-3,0.9,480,620,Kids Room,383,Mid,Standard,Vitrified_Tile,Economy,None,None,False,Basic,None,None,9966,930,35786,1407,0,0,0,0,0,0,0,41291,6898,19217,20789,136285,355.84
4443,2025-09-07,1.0,Chennai,Metro,1.1,650,800,Kids Room,137,Luxury,Standard,Ceramic_Tile,Standard,Grid,Standard,True,Premium,None,None,3780,680,22867,755,24599,766,16750,767,0,0,0,294532,22542,93933,86755,568726,4151.28
4444,2025-09-07,1.0,Mumbai,Metro,1.3,800,950,Bedroom,314,Basic,Economy,Ceramic_Tile,Premium,Grid,Premium,True,Premium,None,None,11622,1074,76409,2498,57923,1682,44238,1229,0,0,0,647769,62010,96267,180490,1183210,3768.18
4445,2025-09-07,1.0,Hyderabad,Metro,1.15,700,850,Study,448,Basic,Standard,Wood_Laminate,Economy,Grid,Economy,True,Basic,None,None,17542,1417,75190,2485,58421,2765,44705,1774,0,0,0,78405,14441,32511,59338,388994,868.29
4446,2025-09-07,1.0,Lucknow,Tier-2,0.92,500,650,Kitchen,444,Luxury,Economy,Ceramic_Tile,Standard,POP,Standard,True,None,Standard_L,None,7492,1067,41149,1490,57925,1804,61489,1352,246987,0,50850,0,32200,144311,116661,764776,1722.47
4447,2025-09-07,1.0,Bhopal,Tier-2,0.93,500,640,Dining,418,Luxury,Standard,Ceramic_Tile,Standard,Grid,Standard,True,None,None,None,13363,1280,40653,2147,40882,1230,57921,1072,0,0,0,0,10048,53114,39908,261618,625.88
4448,2025-09-07,1.0,Varanasi,Tier-3,0.9,480,620,Kids Room,287,Luxury,Premium,Vitrified_Tile,Standard,Grid,Premium,True,None,None,None,8223,597,35731,1116,39955,1103,18424,688,0,0,0,0,8087,28153,25574,167651,584.15
4449,2025-09-07,1.0,Pune,Metro,1.2,700,850,Kids Room,491,Luxury,Premium,Ceramic_Tile,Standard,Grid,Economy,True,Standard,None,None,19995,1778,76809,3635,53498,2459,79344,1851,0,0,0,100064,21195,98775,82693,542096,1104.07
4450,2025-09-07,1.0,Bangalore,Metro,1.25,750,900,Kids Room,74,Basic,Premium,Engineered_Wood,Standard,Gypsum,Standard,True,Basic,None,None,2782,763,26418,884,14572,845,13901,822,0,0,0,42452,5500,15102,22327,146367,1977.94
4451,2025-09-07,1.0,Kolkata,Metro,1.0,600,750,Living Room,198,Mid,Standard,Ceramic_Tile,Standard,Grid,Economy,True,Premium,None,None,4240,682,18805,985,29939,817,30786,832,0,0,0,400190,29499,105739,112052,734565,3709.93
4452,2025-09-07,1.0,Patna,Tier-3,0.88,450,600,Kitchen,261,Mid,Standard,Vitrified_Tile,Standard,None,None,True,None,Standard_L,None,5750,576,41057,885,0,0,36706,643,232546,0,40266,0,20818,55915,78329,513492,1967.4
4453,2025-09-07,1.0,Hyderabad,Metro,1.15,700,850,Dining,158,Basic,Standard,Ceramic_Tile,Luxury,Gypsum,Standard,True,Basic,None,None,3431,773,34880,1262,26917,991,23499,805,0,0,0,72774,14010,18352,35585,233280,1476.46
4454,2025-09-07,1.0,Mumbai,Metro,1.3,800,950,Bathroom,139,Mid,Premium,Ceramic_Tile,Economy,None,None,False,None,None,Standard,6969,848,17412,920,0,0,0,0,0,312671,77232,0,28520,100269,98072,642914,4625.28
4455,2025-09-07,1.0,Varanasi,Tier-3,0.9,480,620,Bathroom,162,Basic,Standard,Granite,Premium,None,None,True,None,None,Basic,4415,554,47657,882,0,0,19742,534,0,73356,70617,0,15725,24607,46456,304545,1879.91
4456,2025-09-07,1.0,Lucknow,Tier-2,0.92,500,650,Bedroom,431,Luxury,Standard,Epoxy,Economy,POP,Premium,True,Standard,None,None,8963,922,52511,2216,64442,1606,61334,1460,0,0,0,79011,25032,69207,66007,432712,1003.97
4457,2025-09-07,1.0,Kanpur,Tier-3,0.9,480,620,Study,100,Basic,Standard,Vitrified_Tile,Premium,None,None,False,Standard,None,None,1661,502,20173,587,0,0,0,0,0,0,0,119906,9973,19568,31027,203397,2033.97
4458,2025-09-07,1.0,Surat,Tier-2,1.0,550,700,Kids Room,113,Basic,Standard,Vitrified_Tile,Premium,Gypsum,Standard,True,None,None,None,2801,689,15583,848,18208,597,14762,615,0,0,0,0,4309,7899,11936,78249,692.47
4459,2025-09-07,1.0,Bhopal,Tier-2,0.93,500,640,Bathroom,104,Luxury,Standard,Vitrified_Tile,Premium,None,None,True,None,None,Premium,2955,503,14320,585,0,0,7901,575,0,220644,56556,0,17055,87867,73613,482573,4640.13
4460,2025-09-07,1.0,Lucknow,Tier-2,0.92,500,650,Study,214,Luxury,Standard,Marble,Standard,None,None,True,None,None,None,5225,539,96279,938,0,0,25684,690,0,0,0,0,8475,32727,30700,201259,940.46
4461,2025-09-07,1.0,Surat,Tier-2,1.0,550,700,Dining,91,Luxury,Standard,Ceramic_Tile,Standard,Gypsum,Standard,True,Standard,None,None,1772,643,13882,635,12670,624,10411,592,0,0,0,145172,13496,47719,44571,292186,3210.84
4462,2025-09-07,1.0,Nagpur,Tier-2,0.95,520,680,Living Room,533,Mid,Economy,Granite,Premium,Grid,Economy,True,None,None,None,8861,1169,149010,2633,71370,1457,71673,2014,0,0,0,0,18415,65027,70493,462122,867.02
4463,2025-09-07,1.0,Mumbai,Metro,1.3,800,950,Kids Room,273,Basic,Standard,Vitrified_Tile,Economy,Grid,Economy,True,None,None,None,6443,1288,54360,1587,40710,1693,49245,1270,0,0,0,0,10922,21923,34099,223540,818.83
4464,2025-09-07,1.0,Guwahati,Tier-3,0.92,500,640,Bedroom,515,Luxury,Standard,Marble,Standard,Gypsum,Standard,True,Standard,None,None,16354,1117,332203,2384,67775,2154,72526,1650,0,0,0,74061,30606,172207,139147,912183,1771.23
4465,2025-09-07,1.0,Hyderabad,Metro,1.15,700,850,Kitchen,486,Basic,Economy,Granite,Standard,None,None,True,None,Basic_L,None,9414,1751,191231,4215,0,0,47921,1682,148656,0,54183,0,33704,49578,97620,639955,1316.78
4466,2025-09-07,1.0,Kolkata,Metro,1.0,600,750,Dining,73,Luxury,Economy,Engineered_Wood,Economy,None,None,True,Basic,None,None,1254,747,20244,673,0,0,9248,647,0,0,0,34391,4569,22917,17044,111734,1530.61
4467,2025-09-07,1.0,Patna,Tier-3,0.88,450,600,Kids Room,548,Mid,Standard,Marble,Premium,None,None,False,Basic,None,None,8739,1066,405122,2318,0,0,0,0,0,0,0,54086,31187,110291,110306,723115,1319.55
4468,2025-09-07,1.0,Bhopal,Tier-2,0.93,500,640,Kitchen,304,Luxury,Standard,Granite,Premium,None,None,True,None,Premium_U,None,5280,661,136330,2003,0,0,22037,780,495213,0,43526,0,55348,234335,179192,1174705,3864.16
4469,2025-09-07,1.0,Chennai,Metro,1.1,650,800,Kids Room,395,Basic,Premium,Epoxy,Standard,None,None,False,Basic,None,None,14605,1400,43118,2442,0,0,0,0,0,0,0,50108,6584,15187,24020,157463,398.64
4470,2025-09-07,1.0,Chennai,Metro,1.1,650,800,Living Room,254,Luxury,Premium,Ceramic_Tile,Standard,Gypsum,Premium,True,None,None,None,10879,923,28484,1177,76230,1198,22964,1208,0,0,0,0,8210,45351,35392,232016,913.45
4471,2025-09-07,1.0,Nagpur,Tier-2,0.95,520,680,Kitchen,254,Basic,Standard,Granite,Premium,Grid,Standard,True,None,Basic_L,None,5980,563,106836,1441,33351,1042,30693,716,221155,0,38210,0,31474,58078,95317,624857,2460.07
4472,2025-09-07,1.0,Bhopal,Tier-2,0.93,500,640,Bedroom,511,Basic,Standard,Vitrified_Tile,Standard,None,None,True,Basic,None,None,11700,1702,56777,1813,0,0,71573,1770,0,0,0,71183,11931,31395,46772,306616,600.03
4473,2025-09-07,1.0,Patna,Tier-3,0.88,450,600,Dining,539,Basic,Economy,Wood_Laminate,Standard,Grid,Standard,False,None,None,None,12481,1532,81946,3104,77952,1942,0,0,0,0,0,0,12414,18612,37797,247780,459.7
4474,2025-09-07,1.0,Delhi,Metro,1.2,750,900,Kitchen,451,Mid,Standard,Vitrified_Tile,Standard,None,None,False,None,Standard_L,None,10945,1784,59189,2742,0,0,0,0,225908,0,45132,0,24860,81585,81386,533532,1183.0
4475,2025-09-07,1.0,Bangalore,Metro,1.25,750,900,Living Room,520,Basic,Economy,Ceramic_Tile,Luxury,None,None,True,None,None,None,16982,1509,98088,3326,0,0,75289,1986,0,0,0,0,10591,25633,42013,275416,529.65
4476,2025-09-07,1.0,Delhi,Metro,1.2,750,900,Living Room,492,Basic,Economy,Marble,Premium,Grid,Luxury,False,Standard,None,None,13043,1988,619315,3856,111231,2367,0,0,0,0,0,138912,75487,120246,195560,1282007,2605.7
4477,2025-09-07,1.0,Chandigarh,Tier-2,1.02,600,750,Dining,89,Luxury,Premium,Marble,Economy,Grid,Luxury,False,Standard,None,None,2739,615,54416,629,15708,667,0,0,0,0,0,136440,15408,62942,52121,341685,3839.16
4478,2025-09-07,1.0,Chennai,Metro,1.1,650,800,Bathroom,142,Basic,Economy,Ceramic_Tile,Economy,None,None,False,None,None,Basic,3060,660,19869,711,0,0,0,0,0,105609,84546,0,13967,25520,45709,299650,2110.21
4479,2025-09-07,1.0,Chennai,Metro,1.1,650,800,Kitchen,93,Mid,Standard,Ceramic_Tile,Premium,Grid,Standard,True,None,Standard_L,None,2907,798,11989,736,12914,669,13774,673,367490,0,49823,0,33910,88660,105182,689525,7414.25
4480,2025-09-07,1.0,Guwahati,Tier-3,0.92,500,640,Living Room,103,Luxury,Premium,Granite,Standard,None,None,True,Premium,None,None,3423,565,30606,637,0,0,7391,570,0,0,0,401416,44037,131604,111645,731893,7105.75
4481,2025-09-07,1.0,Ranchi,Tier-3,0.9,480,620,Study,86,Mid,Standard,Wood_Laminate,Economy,Gypsum,Standard,False,Basic,None,None,2341,601,18082,540,12584,573,0,0,0,0,0,59370,8695,17783,21702,142271,1654.31
4482,2025-09-07,1.0,Kolkata,Metro,1.0,600,750,Study,270,Luxury,Premium,Vitrified_Tile,Standard,POP,Standard,True,Premium,None,None,9724,742,29555,2077,28087,1138,27110,1108,0,0,0,490538,38853,203577,149851,982359,3638.37
4483,2025-09-07,1.0,Varanasi,Tier-3,0.9,480,620,Bedroom,367,Mid,Premium,Ceramic_Tile,Luxury,Gypsum,Luxury,True,None,None,None,10856,810,73492,2078,98862,1280,41289,1112,0,0,0,0,20328,36765,51637,338508,922.37
4484,2025-09-07,1.0,Ranchi,Tier-3,0.9,480,620,Study,439,Mid,Economy,Vitrified_Tile,Premium,None,None,True,None,None,None,9766,936,52759,2254,0,0,60748,1383,0,0,0,0,8429,30683,30052,197009,448.77
4485,2025-09-07,1.0,Lucknow,Tier-2,0.92,500,650,Bedroom,186,Luxury,Standard,Engineered_Wood,Economy,POP,Standard,True,Basic,None,None,4821,544,37672,1033,26289,649,14195,638,0,0,0,68260,8657,41453,36758,240970,1295.54
4486,2025-09-07,1.0,Nagpur,Tier-2,0.95,520,680,Kids Room,193,Mid,Premium,Wood_Laminate,Premium,None,None,True,None,None,None,5247,639,56365,881,0,0,12980,679,0,0,0,0,6575,18737,18378,120480,624.25
4487,2025-09-07,1.0,Jaipur,Tier-2,0.95,550,700,Bedroom,207,Basic,Economy,Engineered_Wood,Premium,None,None,True,Basic,None,None,4517,603,78936,1292,0,0,24347,626,0,0,0,56302,15481,18329,36078,236512,1142.57
4488,2025-09-07,1.0,Ahmedabad,Metro,1.05,600,750,Study,269,Luxury,Premium,Ceramic_Tile,Premium,None,None,True,Basic,None,None,7742,648,49721,1606,0,0,30250,959,0,0,0,36805,6745,37553,30965,202995,754.63
4489,2025-09-07,1.0,Bhopal,Tier-2,0.93,500,640,Bedroom,121,Basic,Standard,Marble,Luxury,None,None,True,Standard,None,None,3177,550,79202,514,0,0,9301,523,0,0,0,161025,12912,27718,53086,348008,2876.1
4490,2025-09-07,1.0,Kanpur,Tier-3,0.9,480,620,Study,324,Mid,Standard,Ceramic_Tile,Standard,Gypsum,Standard,True,None,None,None,8136,904,27375,1709,35459,1081,33278,1100,0,0,0,0,5398,21263,24426,160128,494.22
4491,2025-09-07,1.0,Pune,Metro,1.2,700,850,Living Room,186,Luxury,Standard,Vitrified_Tile,Economy,None,None,True,None,None,None,4177,773,34653,1387,0,0,34180,894,0,0,0,0,3714,26394,19111,125284,673.57
4492,2025-09-07,1.0,Surat,Tier-2,1.0,550,700,Study,390,Basic,Standard,Ceramic_Tile,Standard,POP,Premium,False,Standard,None,None,10631,1073,46785,2184,68277,1113,0,0,0,0,0,160706,23920,36928,63291,414908,1063.87
4493,2025-09-07,1.0,Bangalore,Metro,1.25,750,900,Bedroom,219,Luxury,Economy,Ceramic_Tile,Economy,Grid,Premium,False,Basic,None,None,7778,819,33592,1565,47232,1233,0,0,0,0,0,47566,9781,44172,34873,228610,1043.88
4494,2025-09-07,1.0,Coimbatore,Tier-2,0.95,520,660,Living Room,149,Mid,Premium,Ceramic_Tile,Premium,Gypsum,Premium,False,Basic,None,None,4957,603,17160,626,19067,566,0,0,0,0,0,62258,7732,23363,24540,160872,1079.68
4495,2025-09-07,1.0,Patna,Tier-3,0.88,450,600,Kitchen,148,Basic,Standard,Vitrified_Tile,Economy,None,None,True,None,Basic_L,None,4534,494,14608,682,0,0,17202,475,157114,0,23976,0,19860,29796,48373,317115,2142.67
4496,2025-09-07,1.0,Chandigarh,Tier-2,1.02,600,750,Kitchen,103,Luxury,Economy,Vitrified_Tile,Standard,None,None,False,None,Premium_U,None,2053,682,17358,677,0,0,0,0,357578,0,60290,0,26598,119748,105297,690283,6701.77
4497,2025-09-07,1.0,Jaipur,Tier-2,0.95,550,700,Kids Room,211,Basic,Standard,Vitrified_Tile,Premium,None,None,False,None,None,None,5009,643,35324,1310,0,0,0,0,0,0,0,0,2116,4821,8860,58081,275.27
4498,2025-09-07,1.0,Vadodara,Tier-2,0.98,550,700,Dining,457,Luxury,Premium,Engineered_Wood,Economy,Gypsum,Standard,True,Standard,None,None,13065,1151,109959,2209,84421,1796,33195,1925,0,0,0,162271,33129,127508,102714,673344,1473.4
4499,2025-09-07,1.0,Indore,Tier-2,0.96,550,700,Bathroom,114,Mid,Premium,Ceramic_Tile,Standard,None,None,True,None,None,Standard,2934,663,16098,624,0,0,13298,552,0,183321,64388,0,27122,53275,65210,427485,3749.87
4500,2025-09-07,1.0,Hyderabad,Metro,1.15,700,850,Study,117,Mid,Economy,Vitrified_Tile,Standard,Grid,Standard,True,Standard,None,None,3470,706,18156,761,19844,766,16349,819,0,0,0,110353,10310,39895,39857,261286,2233.22
4501,2025-09-07,1.0,Guwahati,Tier-3,0.92,500,640,Bathroom,382,Luxury,Standard,Ceramic_Tile,Luxury,None,None,True,None,None,Premium,6996,1042,74569,2290,0,0,25887,1325,0,390083,82939,0,37013,159156,140634,921935,2413.44
4502,2025-09-07,1.0,Nagpur,Tier-2,0.95,520,680,Dining,163,Mid,Economy,Ceramic_Tile,Standard,Grid,Standard,True,Basic,None,None,4405,566,21363,749,19758,578,16730,542,0,0,0,59176,7378,24526,28039,183810,1127.67
4503,2025-09-07,1.0,Coimbatore,Tier-2,0.95,520,660,Living Room,263,Basic,Standard,Engineered_Wood,Standard,None,None,False,Basic,None,None,7575,687,60568,1273,0,0,0,0,0,0,0,73612,13401,15952,31152,204220,776.5
